Key,Publication Year,Author,Title,DOI,Url,Date,File Attachments,pdf location,filename,txt location,txtname,paper abstract
6SUXLXVN,2011,"Wu, Xue; Simpson, Jeremy; Hong, Jenny H.; Kim, Kyoung-Han; Thavarajah, Nirusha K.; Backx, Peter H.; Neel, Benjamin G.; Araki, Toshiyuki",MEK-ERK pathway modulation ameliorates disease phenotypes in a mouse model of Noonan syndrome associated with the Raf1L613V mutation,10.1172/JCI44929,http://www.jci.org/articles/view/44929,3/1/2011,C:\Users\cliu\Zotero\storage\PUTS5Q79\Wu et al. - 2011 - MEK-ERK pathway modulation ameliorates disease phe.pdf,grants-analysis-data\papers\pdf\10.1172_JCI44929.pdf,10.1172_JCI44929.pdf,grants-analysis-data\papers\txt\10.1172_JCI44929.txt,10.1172_JCI44929.txt,
KW8E78AY,2012,"Belleudi, Francesca; Marra, Emanuele; Mazzetta, Francesca; Fattore, Luigi; Giovagnoli, Maria Rosaria; Mancini, Rita; Aurisicchio, Luigi; Torrisi, Maria Rosaria; Ciliberto, Gennaro",Monoclonal antibody-induced ErbB3 receptor internalization and degradation inhibits growth and migration of human melanoma cells,10.4161/cc.19861,http://www.tandfonline.com/doi/abs/10.4161/cc.19861,2012-04,C:\Users\cliu\Zotero\storage\2KYUKGWT\Belleudi et al. - 2012 - Monoclonal antibody-induced ErbB3 receptor interna.pdf; C:\Users\cliu\Zotero\storage\48MU4MPE\Belleudi et al. - 2012 - Monoclonal antibody-induced ErbB3 receptor interna.pdf; C:\Users\cliu\Zotero\storage\DA7PXAVJ\Belleudi et al. - 2012 - Monoclonal antibody-induced ErbB3 receptor interna.pdf,grants-analysis-data\papers\pdf\10.4161_cc.19861.pdf,10.4161_cc.19861.pdf,grants-analysis-data\papers\txt\10.4161_cc.19861.txt,10.4161_cc.19861.txt,
5P6356LI,2012,"Patil, S.; Chamberlain, R. S.",Neoplasms Associated with Germline and Somatic NF1 Gene Mutations,10.1634/theoncologist.2010-0181,http://theoncologist.alphamedpress.org/cgi/doi/10.1634/theoncologist.2010-0181,1/1/2012,C:\Users\cliu\Zotero\storage\2MYBWZ3F\Patil and Chamberlain - 2012 - Neoplasms Associated with Germline and Somatic NF1.pdf,grants-analysis-data\papers\pdf\10.1634_theoncologist.2010-0181.pdf,10.1634_theoncologist.2010-0181.pdf,grants-analysis-data\papers\txt\10.1634_theoncologist.2010-0181.txt,10.1634_theoncologist.2010-0181.txt,
KXJ552S5,2012,"Li, Wei; Cooper, Jonathan; Karajannis, Matthias A.; Giancotti, Filippo G.",Merlin: a tumour suppressor with functions at the cell cortex and in the nucleus,10.1038/embor.2012.11,http://embor.embopress.org/cgi/doi/10.1038/embor.2012.11,2/21/2012,C:\Users\cliu\Zotero\storage\36UJ4F3W\Li et al. - 2012 - Merlin a tumour suppressor with functions at the .pdf; C:\Users\cliu\Zotero\storage\9UYCYQNK\Li et al. - 2012 - Merlin a tumour suppressor with functions at the .pdf; C:\Users\cliu\Zotero\storage\EF6AY4A2\Li et al. - 2012 - Merlin a tumour suppressor with functions at the .pdf,grants-analysis-data\papers\pdf\10.1038_embor.2012.11.pdf,10.1038_embor.2012.11.pdf,grants-analysis-data\papers\txt\10.1038_embor.2012.11.txt,10.1038_embor.2012.11.txt,
DGME7L8C,2012,"Keng, Vincent W.; Watson, Adrienne L.; Rahrmann, Eric P.; Li, Hua; Tschida, Barbara R.; Moriarity, Branden S.; Choi, Kwangmin; Rizvi, Tilat A.; Collins, Margaret H.; Wallace, Margaret R.; Ratner, Nancy; Largaespada, David A.",Conditional Inactivation of <i>Pten</i> with <i>EGFR</i> Overexpression in Schwann Cells Models Sporadic MPNST,10.1155/2012/620834,http://www.hindawi.com/journals/sarcoma/2012/620834/,2012,C:\Users\cliu\Zotero\storage\3D5IMF4U\Keng et al. - 2012 - Conditional Inactivation of iPteni with iEG.pdf,grants-analysis-data\papers\pdf\10.1155_2012_620834.pdf,10.1155_2012_620834.pdf,grants-analysis-data\papers\txt\10.1155_2012_620834.txt,10.1155_2012_620834.txt,
39CE6HEQ,2012,"Tsai, L. L.; Drubach, L.; Fahey, F.; Irons, M.; Voss, S.; Ullrich, N. J.",[18F]-Fluorodeoxyglucose positron emission tomography in children with neurofibromatosis type 1 and plexiform neurofibromas: correlation with malignant transformation,10.1007/s11060-012-0840-5,http://link.springer.com/10.1007/s11060-012-0840-5,2012-07,C:\Users\cliu\Zotero\storage\4GI3C8SU\Tsai et al. - 2012 - [18F]-Fluorodeoxyglucose positron emission tomogra.pdf,grants-analysis-data\papers\pdf\10.1007_s11060-012-0840-5.pdf,10.1007_s11060-012-0840-5.pdf,grants-analysis-data\papers\txt\10.1007_s11060-012-0840-5.txt,10.1007_s11060-012-0840-5.txt,
I3CNISS3,2012,"Benzinou, Michael; Clermont, Frederic F.; Letteboer, Tom G.W.; Kim, Jai-hyun; Espejel, Silvia; Harradine, Kelly A.; Arbelaez, Juan; Luu, Minh Thu; Roy, Ritu; Quigley, David; Higgins, Mamie Nakayama; Zaid, Musa; Aouizerat, Bradley E.; van Amstel, Johannes Kristian Ploos; Giraud, Sophie; Dupuis-Girod, Sophie; Lesca, Gaetan; Plauchu, Henri; Hughes, Christopher C.W.; Westermann, Cornelius J.J.; Akhurst, Rosemary J.",Mouse and human strategies identify PTPN14 as a modifier of angiogenesis and hereditary haemorrhagic telangiectasia,10.1038/ncomms1633,http://www.nature.com/articles/ncomms1633,2012-01,C:\Users\cliu\Zotero\storage\54SAYI9S\Benzinou et al. - 2012 - Mouse and human strategies identify PTPN14 as a mo.pdf,grants-analysis-data\papers\pdf\10.1038_ncomms1633.pdf,10.1038_ncomms1633.pdf,grants-analysis-data\papers\txt\10.1038_ncomms1633.txt,10.1038_ncomms1633.txt,
TEFSLLUY,2012,"Wang, Daphne L.; Smith, Kelly B.; Esparza, Sonia; Leigh, Fawn A.; Muzikansky, Alona; Park, Elyse R.; Plotkin, Scott R.",Emotional functioning of patients with neurofibromatosis tumor suppressor syndrome,10.1038/gim.2012.85,http://www.nature.com/articles/gim201285,2012-12,C:\Users\cliu\Zotero\storage\5J3EES9B\Wang et al. - 2012 - Emotional functioning of patients with neurofibrom.pdf,grants-analysis-data\papers\pdf\10.1038_gim.2012.85.pdf,10.1038_gim.2012.85.pdf,grants-analysis-data\papers\txt\10.1038_gim.2012.85.txt,10.1038_gim.2012.85.txt,
VDL8MXIX,2012,"Chen, Hui-Ling; Seol, Haeri; Brown, Kristy Jean; Gordish-Dressman, Heather; Hill, Ashley; Gallo, Vittorio; Packer, Roger; Hathout, Yetrib",Secretome Survey of Human Plexiform Neurofibroma Derived Schwann Cells Reveals a Secreted form of the RARRES1 Protein,10.3390/ijms13079380,http://www.mdpi.com/1422-0067/13/7/9380,7/24/2012,C:\Users\cliu\Zotero\storage\5QQI4L2D\Chen et al. - 2012 - Secretome Survey of Human Plexiform Neurofibroma D.pdf,grants-analysis-data\papers\pdf\10.3390_ijms13079380.pdf,10.3390_ijms13079380.pdf,grants-analysis-data\papers\txt\10.3390_ijms13079380.txt,10.3390_ijms13079380.txt,
UVIMRHC2,2012,"Stowe, I. B.; Mercado, E. L.; Stowe, T. R.; Bell, E. L.; Oses-Prieto, J. A.; Hernandez, H.; Burlingame, A. L.; McCormick, F.",A shared molecular mechanism underlies the human rasopathies Legius syndrome and Neurofibromatosis-1,10.1101/gad.190876.112,http://genesdev.cshlp.org/cgi/doi/10.1101/gad.190876.112,7/1/2012,C:\Users\cliu\Zotero\storage\75N9FNSF\Stowe et al. - 2012 - A shared molecular mechanism underlies the human r.pdf; C:\Users\cliu\Zotero\storage\JWGCIBUN\Stowe et al. - 2012 - A shared molecular mechanism underlies the human r.pdf,grants-analysis-data\papers\pdf\10.1101_gad.190876.112.pdf,10.1101_gad.190876.112.pdf,grants-analysis-data\papers\txt\10.1101_gad.190876.112.txt,10.1101_gad.190876.112.txt,
KGYDIAEP,2012,"Gutmann, D. H.; Parada, L. F.; Silva, A. J.; Ratner, N.",Neurofibromatosis Type 1: Modeling CNS Dysfunction,10.1523/JNEUROSCI.3242-12.2012,http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.3242-12.2012,10/10/2012,C:\Users\cliu\Zotero\storage\895MAD5V\Gutmann et al. - 2012 - Neurofibromatosis Type 1 Modeling CNS Dysfunction.pdf,grants-analysis-data\papers\pdf\10.1523_JNEUROSCI.3242-12.2012.pdf,10.1523_JNEUROSCI.3242-12.2012.pdf,grants-analysis-data\papers\txt\10.1523_JNEUROSCI.3242-12.2012.txt,10.1523_JNEUROSCI.3242-12.2012.txt,
TA8H9TQB,2012,"Heros, Roberto C.",Editorial: Natural history of neurofibromatosis Type 2 tumors,10.3171/2012.1.JNS112304,http://thejns.org/doi/10.3171/2012.1.JNS112304,2012-07,C:\Users\cliu\Zotero\storage\95WW6UC9\Heros - 2012 - Editorial Natural history of neurofibromatosis Ty.pdf,grants-analysis-data\papers\pdf\10.3171_2012.1.JNS112304.pdf,10.3171_2012.1.JNS112304.pdf,grants-analysis-data\papers\txt\10.3171_2012.1.JNS112304.txt,10.3171_2012.1.JNS112304.txt,
IDIE2KPX,2012,"Sak, Malgorzata Magdalena; Breen, Kamilla; Rønning, Sissel Beate; Pedersen, Nina Marie; Bertelsen, Vibeke; Stang, Espen; Madshus, Inger Helene",The oncoprotein ErbB3 is endocytosed in the absence of added ligand in a clathrin-dependent manner,10.1093/carcin/bgs128,https://academic.oup.com/carcin/article-lookup/doi/10.1093/carcin/bgs128,2012-05,C:\Users\cliu\Zotero\storage\D4D48ZDK\Sak et al. - 2012 - The oncoprotein ErbB3 is endocytosed in the absenc.pdf; C:\Users\cliu\Zotero\storage\75LZA2FD\Sak et al. - 2012 - The oncoprotein ErbB3 is endocytosed in the absenc.pdf,grants-analysis-data\papers\pdf\10.1093_carcin_bgs128.pdf,10.1093_carcin_bgs128.pdf,grants-analysis-data\papers\txt\10.1093_carcin_bgs128.txt,10.1093_carcin_bgs128.txt,
XN66I9FB,2012,"Barron, Victoria A.; Lou, Hua",Alternative splicing of the neurofibromatosis type I pre-mRNA,10.1042/BSR20110060,http://bioscirep.org/cgi/doi/10.1042/BSR20110060,4/1/2012,C:\Users\cliu\Zotero\storage\F56VRGLD\Barron and Lou - 2012 - Alternative splicing of the neurofibromatosis type.pdf,grants-analysis-data\papers\pdf\10.1042_BSR20110060.pdf,10.1042_BSR20110060.pdf,grants-analysis-data\papers\txt\10.1042_BSR20110060.txt,10.1042_BSR20110060.txt,
WKBBP7GZ,2012,"Choo, E. F.; Belvin, M.; Boggs, J.; Deng, Y.; Hoeflich, K. P.; Ly, J.; Merchant, M.; Orr, C.; Plise, E.; Robarge, K.; Martini, J. F.; Kassees, R.; Aoyama, R. G.; Ramaiya, A.; Johnston, S. H.",Preclinical Disposition of GDC-0973 and Prospective and Retrospective Analysis of Human Dose and Efficacy Predictions,10.1124/dmd.111.043778,http://dmd.aspetjournals.org/cgi/doi/10.1124/dmd.111.043778,5/1/2012,C:\Users\cliu\Zotero\storage\FQ59MJD9\Choo et al. - 2012 - Preclinical Disposition of GDC-0973 and Prospectiv.pdf,grants-analysis-data\papers\pdf\10.1124_dmd.111.043778.pdf,10.1124_dmd.111.043778.pdf,grants-analysis-data\papers\txt\10.1124_dmd.111.043778.txt,10.1124_dmd.111.043778.txt,
TS294T3P,2012,"Califano, Andrea; Butte, Atul J; Friend, Stephen; Ideker, Trey; Schadt, Eric",Leveraging models of cell regulation and GWAS data in integrative network-based association studies,10.1038/ng.2355,http://www.nature.com/articles/ng.2355,2012-08,C:\Users\cliu\Zotero\storage\HU9I9VJE\Califano et al. - 2012 - Leveraging models of cell regulation and GWAS data.pdf,grants-analysis-data\papers\pdf\10.1038_ng.2355.pdf,10.1038_ng.2355.pdf,grants-analysis-data\papers\txt\10.1038_ng.2355.txt,10.1038_ng.2355.txt,
RMQSYTMY,2012,"Wakely, Paul E.; Ali, Syed Z.; Bishop, Justin A.",The cytopathology of malignant peripheral nerve sheath tumor: A report of 55 fine-needle aspiration cases,10.1002/cncy.21195,http://doi.wiley.com/10.1002/cncy.21195,10/25/2012,C:\Users\cliu\Zotero\storage\HZC5VZPX\Wakely et al. - 2012 - The cytopathology of malignant peripheral nerve sh.pdf; C:\Users\cliu\Zotero\storage\EJ3AD788\Wakely et al. - 2012 - The cytopathology of malignant peripheral nerve sh.pdf,grants-analysis-data\papers\pdf\10.1002_cncy.21195.pdf,10.1002_cncy.21195.pdf,grants-analysis-data\papers\txt\10.1002_cncy.21195.txt,10.1002_cncy.21195.txt,
QUSDHUWX,2012,"Rice, Kenneth D.; Aay, Naing; Anand, Neel K.; Blazey, Charles M.; Bowles, Owen J.; Bussenius, Joerg; Costanzo, Simona; Curtis, Jeffry K.; Defina, Steven C.; Dubenko, Larisa; Engst, Stefan; Joshi, Anagha A.; Kennedy, Abigail R.; Kim, Angie I.; Koltun, Elena S.; Lougheed, Julie C.; Manalo, Jean-Claire L.; Martini, Jean-Francois; Nuss, John M.; Peto, Csaba J.; Tsang, Tsze H.; Yu, Peiwen; Johnston, Stuart",Novel Carboxamide-Based Allosteric MEK Inhibitors: Discovery and Optimization Efforts toward XL518 (GDC-0973),10.1021/ml300049d,http://pubs.acs.org/doi/10.1021/ml300049d,5/10/2012,C:\Users\cliu\Zotero\storage\J6MV72VX\Rice et al. - 2012 - Novel Carboxamide-Based Allosteric MEK Inhibitors.pdf,grants-analysis-data\papers\pdf\10.1021_ml300049d.pdf,10.1021_ml300049d.pdf,grants-analysis-data\papers\txt\10.1021_ml300049d.txt,10.1021_ml300049d.txt,
9KB5EPST,2012,"Purandare, A V; McDevitt, T M; Wan, H; You, D; Penhallow, B; Han, X; Vuppugalla, R; Zhang, Y; Ruepp, S U; Trainor, G L; Lombardo, L; Pedicord, D; Gottardis, M M; Ross-Macdonald, P; de Silva, H; Hosbach, J; Emanuel, S L; Blat, Y; Fitzpatrick, E; Taylor, T L; McIntyre, K W; Michaud, E; Mulligan, C; Lee, F Y; Woolfson, A; Lasho, T L; Pardanani, A; Tefferi, A; Lorenzi, M V","Characterization of BMS-911543, a functionally selective small-molecule inhibitor of JAK2",10.1038/leu.2011.292,http://www.nature.com/articles/leu2011292,2012-02,"C:\Users\cliu\Zotero\storage\J9MKRQGZ\Purandare et al. - 2012 - Characterization of BMS-911543, a functionally sel.pdf",grants-analysis-data\papers\pdf\10.1038_leu.2011.292.pdf,10.1038_leu.2011.292.pdf,grants-analysis-data\papers\txt\10.1038_leu.2011.292.txt,10.1038_leu.2011.292.txt,
CZ38Q8QP,2012,"Upadhyaya, Meena; Spurlock, Gill; Thomas, Laura; Thomas, Nick S. T.; Richards, Mark; Mautner, Viktor-Felix; Cooper, David N.; Guha, Abhijit; Yan, Jim",Microarray-based copy number analysis of neurofibromatosis type-1 (NF1)-associated malignant peripheral nerve sheath tumors reveals a role for Rho-GTPase pathway genes in NF1 tumorigenesis,10.1002/humu.22044,http://doi.wiley.com/10.1002/humu.22044,2012-04,C:\Users\cliu\Zotero\storage\JGNXEXU6\Upadhyaya et al. - 2012 - Microarray-based copy number analysis of neurofibr.pdf; C:\Users\cliu\Zotero\storage\6UL5M64J\Upadhyaya et al. - 2012 - Microarray-based copy number analysis of neurofibr.pdf,grants-analysis-data\papers\pdf\10.1002_humu.22044.pdf,10.1002_humu.22044.pdf,grants-analysis-data\papers\txt\10.1002_humu.22044.txt,10.1002_humu.22044.txt,
JTHGVDB7,2012,"Smith, Miriam J.; Kulkarni, Anjana; Rustad, Cecilie; Bowers, Naomi L.; Wallace, Andrew J.; Holder, Susan E.; Heiberg, Arvid; Ramsden, Richard T.; Evans, D. Gareth",Vestibular schwannomas occur in schwannomatosis and should not be considered an exclusion criterion for clinical diagnosis,10.1002/ajmg.a.34376,http://doi.wiley.com/10.1002/ajmg.a.34376,2012-01,C:\Users\cliu\Zotero\storage\JLF8VAQM\Smith et al. - 2012 - Vestibular schwannomas occur in schwannomatosis an.pdf,grants-analysis-data\papers\pdf\10.1002_ajmg.a.34376.pdf,10.1002_ajmg.a.34376.pdf,grants-analysis-data\papers\txt\10.1002_ajmg.a.34376.txt,10.1002_ajmg.a.34376.txt,
Q7RGPW8Z,2012,"Blakeley, Jaishri O.; Evans, D. Gareth; Adler, John; Brackmann, Derald; Chen, Ruihong; Ferner, Rosalie E.; Hanemann, C. Oliver; Harris, Gordon; Huson, Susan M.; Jacob, Abraham; Kalamarides, Michel; Karajannis, Matthias A.; Korf, Bruce R.; Mautner, Victor-Felix; McClatchey, Andrea I.; Miao, Harry; Plotkin, Scott R.; Slattery, William; Stemmer-Rachamimov, Anat O.; Welling, D. Bradley; Wen, Patrick Y.; Widemann, Brigitte; Hunter-Schaedle, Kim; Giovannini, Marco",Consensus recommendations for current treatments and accelerating clinical trials for patients with neurofibromatosis type 2,10.1002/ajmg.a.34359,http://doi.wiley.com/10.1002/ajmg.a.34359,2012-01,C:\Users\cliu\Zotero\storage\KC46YQG6\Blakeley et al. - 2012 - Consensus recommendations for current treatments a.pdf; C:\Users\cliu\Zotero\storage\ICCTX34E\Blakeley et al. - 2012 - Consensus recommendations for current treatments a.pdf,grants-analysis-data\papers\pdf\10.1002_ajmg.a.34359.pdf,10.1002_ajmg.a.34359.pdf,grants-analysis-data\papers\txt\10.1002_ajmg.a.34359.txt,10.1002_ajmg.a.34359.txt,
MVBDFHJJ,2012,"Sparrow, N.; Manetti, M. E.; Bott, M.; Fabianac, T.; Petrilli, A.; Bates, M. L.; Bunge, M. B.; Lambert, S.; Fernandez-Valle, C.",The Actin-Severing Protein Cofilin Is Downstream of Neuregulin Signaling and Is Essential For Schwann Cell Myelination,10.1523/JNEUROSCI.6207-11.2012,http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.6207-11.2012,4/11/2012,C:\Users\cliu\Zotero\storage\LQY9NVFC\Sparrow et al. - 2012 - The Actin-Severing Protein Cofilin Is Downstream o.pdf,grants-analysis-data\papers\pdf\10.1523_JNEUROSCI.6207-11.2012.pdf,10.1523_JNEUROSCI.6207-11.2012.pdf,grants-analysis-data\papers\txt\10.1523_JNEUROSCI.6207-11.2012.txt,10.1523_JNEUROSCI.6207-11.2012.txt,
NFKU6RAK,2012,The Cancer Genome Atlas Network,Comprehensive molecular characterization of human colon and rectal cancer,10.1038/nature11252,http://www.nature.com/articles/nature11252,2012-07,C:\Users\cliu\Zotero\storage\NXNPXMTY\The Cancer Genome Atlas Network - 2012 - Comprehensive molecular characterization of human .pdf,grants-analysis-data\papers\pdf\10.1038_nature11252.pdf,10.1038_nature11252.pdf,grants-analysis-data\papers\txt\10.1038_nature11252.txt,10.1038_nature11252.txt,
6MZBV9PG,2012,"Yang, Feng-Chun; Staser, Karl; Clapp, D. Wade",The Plexiform Neurofibroma Microenvironment,10.1007/s12307-012-0115-x,http://link.springer.com/10.1007/s12307-012-0115-x,2012-12,C:\Users\cliu\Zotero\storage\Q8R6HKPI\Yang et al. - 2012 - The Plexiform Neurofibroma Microenvironment.pdf,grants-analysis-data\papers\pdf\10.1007_s12307-012-0115-x.pdf,10.1007_s12307-012-0115-x.pdf,grants-analysis-data\papers\txt\10.1007_s12307-012-0115-x.txt,10.1007_s12307-012-0115-x.txt,
D72EKCFK,2012,"Ward, A. F.; Braun, B. S.; Shannon, K. M.",Targeting oncogenic Ras signaling in hematologic malignancies,10.1182/blood-2012-05-378596,http://www.bloodjournal.org/cgi/doi/10.1182/blood-2012-05-378596,10/25/2012,C:\Users\cliu\Zotero\storage\QKYZ4ZRW\Ward et al. - 2012 - Targeting oncogenic Ras signaling in hematologic m.pdf,grants-analysis-data\papers\pdf\10.1182_blood-2012-05-378596.pdf,10.1182_blood-2012-05-378596.pdf,grants-analysis-data\papers\txt\10.1182_blood-2012-05-378596.txt,10.1182_blood-2012-05-378596.txt,
E6DAEQNL,2012,"Rizzo, Daniela; Lequin, Delphine; Verkarre, Virginie; Jouvet, Anne; Edan, Christine; Sarnacki, Sabine; Peuchmaur, Michel; Delattre, Olivier",SMARCB1 Deficiency in Tumors From the Peripheral Nervous System: A Link Between Schwannomas and Rhabdoid Tumors?,10.1097/PAS.0b013e31825798f1,,2012,C:\Users\cliu\Zotero\storage\RQDNZ8XV\Rizzo et al. - 2012 - SMARCB1 Deficiency in Tumors From the Peripheral N.pdf; C:\Users\cliu\Zotero\storage\DE59RIPR\Rizzo et al. - 2012 - SMARCB1 Deficiency in Tumors From the Peripheral N.pdf,grants-analysis-data\papers\pdf\10.1097_PAS.0b013e31825798f1.pdf,10.1097_PAS.0b013e31825798f1.pdf,grants-analysis-data\papers\txt\10.1097_PAS.0b013e31825798f1.txt,10.1097_PAS.0b013e31825798f1.txt,
2BNMFJNK,2012,"Wu, Jianqiang; Dombi, Eva; Jousma, Edwin; Scott Dunn, R.; Lindquist, Diana; Schnell, Beverly M.; Kim, Mi-Ok; Kim, AeRang; Widemann, Brigitte C.; Cripe, Timothy P.; Ratner, Nancy",Preclincial testing of Sorafenib and RAD001 in the Nfflox/flox;DhhCre mouse model of plexiform neurofibroma using magnetic resonance imaging,10.1002/pbc.23015,http://doi.wiley.com/10.1002/pbc.23015,2012-02,C:\Users\cliu\Zotero\storage\TK5YZ4Y7\Wu et al. - 2012 - Preclincial testing of Sorafenib and RAD001 in the.pdf,grants-analysis-data\papers\pdf\10.1002_pbc.23015.pdf,10.1002_pbc.23015.pdf,grants-analysis-data\papers\txt\10.1002_pbc.23015.txt,10.1002_pbc.23015.txt,
ASCAYYLZ,2012,"Fox, Charles J; Tomajian, Samir; Kaye, Aaron J; Russo, Stephanie; Abadie, Jacqueline Volpi; Kaye, Alan D",Perioperative Management of Neurofibromatosis Type,10.1043/1524-5012-12.2.111,,2012,C:\Users\cliu\Zotero\storage\TKIICDBL\Fox et al. - 2012 - Perioperative Management of Neurofibromatosis Type.pdf,grants-analysis-data\papers\pdf\10.1043_1524-5012-12.2.111.pdf,10.1043_1524-5012-12.2.111.pdf,grants-analysis-data\papers\txt\10.1043_1524-5012-12.2.111.txt,10.1043_1524-5012-12.2.111.txt,
PRE3C7VS,2012,"Gripp, Karen W.; Lin, Angela E.",Costello syndrome: a Ras/mitogen activated protein kinase pathway syndrome (rasopathy) resulting from HRAS germline mutations,10.1038/gim.0b013e31822dd91f,http://www.nature.com/articles/gim0b013e31822dd91f,2012-03,C:\Users\cliu\Zotero\storage\TM9VF5QN\Gripp and Lin - 2012 - Costello syndrome a Rasmitogen activated protein.pdf,grants-analysis-data\papers\pdf\10.1038_gim.0b013e31822dd91f.pdf,10.1038_gim.0b013e31822dd91f.pdf,grants-analysis-data\papers\txt\10.1038_gim.0b013e31822dd91f.txt,10.1038_gim.0b013e31822dd91f.txt,
EJBU3EZP,2012,"Martin, S.; Wolters, P.; Baldwin, A.; Gillespie, A.; Dombi, E.; Walker, K.; Widemann, B.","Social-emotional Functioning of Children and Adolescents With Neurofibromatosis Type 1 and Plexiform Neurofibromas: Relationships With Cognitive, Disease, and Environmental Variables",10.1093/jpepsy/jsr124,https://academic.oup.com/jpepsy/article-lookup/doi/10.1093/jpepsy/jsr124,8/1/2012,C:\Users\cliu\Zotero\storage\TRLIZV98\Martin et al. - 2012 - Social-emotional Functioning of Children and Adole.pdf,grants-analysis-data\papers\pdf\10.1093_jpepsy_jsr124.pdf,10.1093_jpepsy_jsr124.pdf,grants-analysis-data\papers\txt\10.1093_jpepsy_jsr124.txt,10.1093_jpepsy_jsr124.txt,
5XMVPWLR,2012,"Acosta, Maria T.; Bearden, Carrie E.; Castellanos, Xavier F.; Cutting, Laurie; Elgersma, Ype; Gioia, Gerard; Gutmann, David H.; Lee, Yong-Seok; Legius, Eric; Muenke, Maximillian; North, Kathryn; Parada, Luis F.; Ratner, Nancy; Hunter-Schaedle, Kim; Silva, Alcino J.",The Learning Disabilities Network (LeaDNet): Using neurofibromatosis type 1 (NF1) as a paradigm for translational research,10.1002/ajmg.a.35535,http://doi.wiley.com/10.1002/ajmg.a.35535,2012-09,C:\Users\cliu\Zotero\storage\UD5ZHFVT\Acosta et al. - 2012 - The Learning Disabilities Network (LeaDNet) Using.pdf; C:\Users\cliu\Zotero\storage\VYDR47J7\Acosta et al. - 2012 - The Learning Disabilities Network (LeaDNet) Using.pdf,grants-analysis-data\papers\pdf\10.1002_ajmg.a.35535.pdf,10.1002_ajmg.a.35535.pdf,grants-analysis-data\papers\txt\10.1002_ajmg.a.35535.txt,10.1002_ajmg.a.35535.txt,
GGW7L4HK,2012,"Momeni, N; Bergquist, J; Brudin, L; Behnia, F; Sivberg, B; Joghataei, M T; Persson, B L",A novel blood-based biomarker for detection of autism spectrum disorders,10.1038/tp.2012.19,http://www.nature.com/articles/tp201219,2012-03,C:\Users\cliu\Zotero\storage\W64E8WGM\Momeni et al. - 2012 - A novel blood-based biomarker for detection of aut.pdf,grants-analysis-data\papers\pdf\10.1038_tp.2012.19.pdf,10.1038_tp.2012.19.pdf,grants-analysis-data\papers\txt\10.1038_tp.2012.19.txt,10.1038_tp.2012.19.txt,
LCTIK97R,2012,"Yu, He; Hawash, K; Picker, J; Stoler, J; Urion, D; Wu, B-L; Shen, Y",A recurrent 1.71 Mb genomic imbalance at 2q13 increases the risk of developmental delay and dysmorphism,10.1111/j.1399-0004.2011.01637.x,http://doi.wiley.com/10.1111/j.1399-0004.2011.01637.x,2012-03,C:\Users\cliu\Zotero\storage\WXTK4KUA\Yu et al. - 2012 - A recurrent 1.71 Mb genomic imbalance at 2q13 incr.pdf,grants-analysis-data\papers\pdf\10.1111_j.1399-0004.2011.01637.x.pdf,10.1111_j.1399-0004.2011.01637.x.pdf,grants-analysis-data\papers\txt\10.1111_j.1399-0004.2011.01637.x.txt,10.1111_j.1399-0004.2011.01637.x.txt,
6FWW7HVE,2012,"Fisher, M. J.; Loguidice, M.; Gutmann, D. H.; Listernick, R.; Ferner, R. E.; Ullrich, N. J.; Packer, R. J.; Tabori, U.; Hoffman, R. O.; Ardern-Holmes, S. L.; Hummel, T. R.; Hargrave, D. R.; Bouffet, E.; Charrow, J.; Bilaniuk, L. T.; Balcer, L. J.; Liu, G. T.",Visual outcomes in children with neurofibromatosis type 1-associated optic pathway glioma following chemotherapy: a multicenter retrospective analysis,10.1093/neuonc/nos076,https://academic.oup.com/neuro-oncology/article-lookup/doi/10.1093/neuonc/nos076,6/1/2012,C:\Users\cliu\Zotero\storage\XTILVS6V\Fisher et al. - 2012 - Visual outcomes in children with neurofibromatosis.pdf,grants-analysis-data\papers\pdf\10.1093_neuonc_nos076.pdf,10.1093_neuonc_nos076.pdf,grants-analysis-data\papers\txt\10.1093_neuonc_nos076.txt,10.1093_neuonc_nos076.txt,
7ZRR5ZI4,2012,"Dai, Chengkai; Santagata, Sandro; Tang, Zijian; Shi, Jiayuan; Cao, Junxia; Kwon, Hyoungtae; Bronson, Roderick T.; Whitesell, Luke; Lindquist, Susan",Loss of tumor suppressor NF1 activates HSF1 to promote carcinogenesis,10.1172/JCI62727,http://www.jci.org/articles/view/62727,10/1/2012,C:\Users\cliu\Zotero\storage\XWKY9QSS\Dai et al. - 2012 - Loss of tumor suppressor NF1 activates HSF1 to pro.pdf,grants-analysis-data\papers\pdf\10.1172_JCI62727.pdf,10.1172_JCI62727.pdf,grants-analysis-data\papers\txt\10.1172_JCI62727.txt,10.1172_JCI62727.txt,
